code,prefecture_code,name,name_kana,name_romaji
18201,18,福井市,フクイシ,FUKUI SHI
18202,18,敦賀市,ツルガシ,TSURUGA SHI
18204,18,小浜市,オバマシ,OBAMA SHI
18205,18,大野市,オオノシ,ONO SHI
18206,18,勝山市,カツヤマシ,KATSUYAMA SHI
18207,18,鯖江市,サバエシ,SABAE SHI
18208,18,あわら市,アワラシ,AWARA SHI
18209,18,越前市,エチゼンシ,ECHIZEN SHI
18210,18,坂井市,サカイシ,SAKAI SHI
18322,18,吉田郡永平寺町,ヨシダグンエイヘイジチョウ,YOSHIDA GUN EIHEIJI CHO
18382,18,今立郡池田町,イマダテグンイケダチョウ,IMADATE GUN IKEDA CHO
18404,18,南条郡南越前町,ナンジョウグンミナミエチゼンチョウ,NANJO GUN MINAMIECHIZEN CHO
18423,18,丹生郡越前町,ニュウグンエチゼンチョウ,NYU GUN ECHIZEN CHO
18442,18,三方郡美浜町,ミカタグンミハマチョウ,MIKATA GUN MIHAMA CHO
18481,18,大飯郡高浜町,オオイグンタカハマチョウ,OI GUN TAKAHAMA CHO
18483,18,大飯郡おおい町,オオイグンオオイチョウ,OI GUN OI CHO
18501,18,三方上中郡若狭町,ミカタカミナカグンワカサチョウ,MIKATAKAMINAKA GUN WAKASA CHO
