code,prefecture_code,name,name_kana,name_romaji
35201,35,下関市,シモノセキシ,SHIMONOSEKI SHI
35202,35,宇部市,ウベシ,UBE SHI
35203,35,山口市,ヤマグチシ,YAMAGUCHI SHI
35204,35,萩市,ハギシ,HAGI SHI
35206,35,防府市,ホウフシ,HOFU SHI
35207,35,下松市,クダマツシ,KUDAMATSU SHI
35208,35,岩国市,イワクニシ,IWAKUNI SHI
35210,35,光市,ヒカリシ,HIKARI SHI
35211,35,長門市,ナガトシ,NAGATO SHI
35212,35,柳井市,ヤナイシ,YANAI SHI
35213,35,美祢市,ミネシ,MINE SHI
35215,35,周南市,シュウナンシ,SHUNAN SHI
35216,35,山陽小野田市,サンヨウオノダシ,SANYOONODA SHI
35305,35,大島郡周防大島町,オオシマグンスオウオオシマチョウ,OSHIMA GUN SUOOSHIMA CHO
35321,35,玖珂郡和木町,クガグンワキチョウ,KUGA GUN WAKI CHO
35341,35,熊毛郡上関町,クマゲグンカミノセキチョウ,KUMAGE GUN KAMINOSEKI CHO
35343,35,熊毛郡田布施町,クマゲグンタブセチョウ,KUMAGE GUN TABUSE CHO
35344,35,熊毛郡平生町,クマゲグンヒラオチョウ,KUMAGE GUN HIRAO CHO
35502,35,阿武郡阿武町,アブグンアブチョウ,ABU GUN ABU CHO
